epoch,train_loss,val_loss
0,16.538791667680936,30.556929860796252
1,15.906887434794404,15.148866142545428
2,15.543735906875026,14.171389000756399
3,14.23622157077286,14.223544938223705
4,12.122714034273475,20.19949652467455
5,11.43044261988307,23.4715290750776
6,11.678480014073884,8.981305820601326
7,10.959706119078694,19.08290454319545
8,10.06379233776999,13.061024887221198
9,10.199649877911787,35.700163568769185
10,10.513239069068888,11.318545971597946
11,9.76332363564947,10.301446659224373
12,9.949040706556216,9.859466416495186
13,9.178537066730936,13.035602671759467
14,9.814916582750783,10.035667777061462
15,9.235516371964707,9.708116327013288
16,8.894658947270637,8.643536363329206
17,9.191249159424187,10.229529670306617
18,8.462718493777636,10.618475334984916
19,8.22737475084769,9.668010319982256
20,8.79170680115999,12.679329548563276
21,7.962146222067019,10.2553631237575
22,8.936621545696537,11.956198130335126
23,8.977270378045672,9.883381588118416
24,7.822180191442762,10.018333554267883
25,8.188896436495515,9.282891971724373
26,7.862637203809452,8.840888977050781
27,8.02094246984577,9.871398874691554
28,8.327120783741522,8.671059250831604
29,7.870531591152518,21.50921705790929
30,8.636727856051536,8.385827422142029
31,8.46076958619954,13.480091520718165
32,7.656313373196509,11.179264000483922
33,7.686424277744683,8.799051778657098
34,7.944534732449439,12.088111400604248
35,7.749818354408062,8.779503004891533
36,7.3128648853022336,9.694696375301906
37,7.511779052421143,10.497058068002973
38,6.7817342931574025,8.006577066012792
39,7.716767615936368,8.631648353167943
40,6.744677261173552,10.555199912616184
41,7.0157364484501725,9.277008039610728
42,7.042603993345916,7.763821414538794
43,7.0035134704231865,9.737565296036856
44,7.158162315570015,8.752312098230634
45,7.187933740028537,11.134439672742571
46,6.209443743977031,10.941120931080409
47,6.767440835052224,8.544341308729987
48,6.546985083661121,8.489618267331805
49,6.737191879854175,9.408519761902944
50,6.2775613052054915,8.389483979770116
51,6.3506549040942595,13.52270862034389
52,6.5657782121138135,8.970788564000811
53,6.269659131852762,7.998678803443909
54,6.234405388929978,11.760560750961304
55,6.2049818570313215,8.354806201798576
56,6.002963180765728,11.196272696767538
57,5.596901868445434,10.714879155158997
58,6.127139407518673,9.094812256949288
59,6.179385999081073,10.51342100756509
60,5.851337041323488,9.774730920791628
61,5.454409781089627,8.419449499675206
62,5.226532306838943,8.718928439276558
63,4.986079929161631,8.237573402268549
64,5.1048467697635775,8.375622953687396
65,4.992363339645072,13.571594544819426
66,5.040094632906649,8.215750643185206
67,4.810355826906445,7.4246097292218876
68,4.7805660616967005,16.063494171415055
69,4.803183094147713,7.649960245404925
70,5.015832666078271,8.843933701515198
71,4.5749883511898455,8.437431028911046
72,4.675717060167418,9.543971146856038
73,4.536083305336513,8.587079439844404
74,4.707465722763644,11.157094938414435
75,4.679081603578808,8.0385080405644
76,4.6649429679266525,9.032725708825248
77,4.4726107812696885,10.986774717058454
78,4.817240315098917,17.881844111851283
79,4.300294915252417,8.97430498259408
80,4.351308134643912,8.75796367440905
81,4.252584490957847,8.130656276430402
82,4.10079616535444,14.40610422406878
83,3.9286518600329625,10.25043536935534
84,4.449632090906943,8.938109602246966
85,4.174247545930299,9.070188692637851
86,4.2257877137304405,7.642141222953796
87,3.9695492070441367,9.269543034689766
88,3.8083855469555448,8.720285739217486
89,3.774889137737912,7.816545179912023
90,4.183879622965613,7.574114952768598
91,3.859434094247232,7.671302369662692
92,3.974129987252423,8.094442316464015
93,3.687384585830823,8.447600075176783
94,3.6042058838427593,10.097563351903645
95,3.928859917649076,8.019444721085684
96,3.918946333295089,11.595333967890058
97,3.752408852675094,7.744435276303973
98,3.7509380016159097,8.166721769741603
99,3.8577369175348815,8.387770158903939
