epoch,train_loss,val_loss
0,51.97775303233754,46.454454694475444
1,26.635276100852273,36.4688036101205
2,16.61232858137651,16.234766244888306
3,15.395889767733488,29.974037511008127
4,16.981161152232776,17.322506155286515
5,17.247530364990233,15.743186712265015
6,16.803861756758256,20.13389897346497
7,18.978481847589663,16.782875980649678
8,15.530668137290261,20.401622942515786
9,16.191284699873492,15.344224725450788
10,15.983544783158735,14.301224436078751
11,16.932774162292482,15.068553618022374
12,14.345952259410513,12.441905600684027
13,14.534745667197488,14.486528549875533
14,13.701996491172096,13.314148426055908
15,15.001370377974071,13.091435875211447
16,13.448765442588112,10.702368378639221
17,14.620100402832033,12.258194140025545
18,14.797621206803756,39.951631341661724
19,13.162812943892044,18.085040637425013
20,13.452365441755815,11.547434738704135
21,12.701757188276813,19.33777269295284
22,12.387369467995384,14.092925037656512
23,12.588898121226912,10.377872467041016
24,12.276038239218972,13.280478136880054
25,14.217491063204678,11.348645738192966
26,12.83237550908869,13.52554099900382
27,13.645257134871047,11.684774841581072
28,11.649142317338429,10.979544571467807
29,10.292019254511052,21.04917941774641
30,13.853285043889828,16.991060835974558
31,15.24576301574707,11.792647702353339
32,12.795433564619586,15.039516806602476
33,13.031416390158913,10.346139465059553
34,11.655478980324485,17.54846821512495
35,10.451142727244983,16.076382756233215
36,12.304126236655495,19.03640985488892
37,11.162478689713913,19.56983229092189
38,12.804744217612527,9.448375122887748
39,11.994262782010164,21.652984023094177
40,11.661985327980736,9.902529682431902
41,12.247735769098457,9.654328857149396
42,11.770903309908777,11.493852410997665
43,10.840930531241677,14.1626410143716
44,11.071022241765805,10.557918412344797
45,11.774865427884187,12.6006680556706
46,10.947620270468972,12.406224608421324
47,11.71898399699818,18.36227430616107
48,10.423838598077946,9.74033168384007
49,12.56659812927246,10.234692692756653
50,12.494096565246586,10.067852548190526
51,11.658018736405804,9.69520127773285
52,11.012186778675423,10.251488617488317
53,9.362023440274326,17.750423414366587
54,11.84315605163574,10.207902124949863
55,10.551380296186966,9.511751992361884
56,10.46023729497736,16.039218834468297
57,11.166643316095524,10.65946182182857
58,9.832358065518466,12.369916132518224
59,9.28375460884788,18.514116542679922
60,10.60850561315363,13.103420325687953
61,11.305843682722616,16.17485088961465
62,10.68563352064653,10.339916944503782
63,9.982562498612838,19.34695591245379
64,10.209872713955964,17.704121266092574
65,11.848692859302867,14.575990847178867
66,10.556655034151945,17.203621421541488
67,10.423332231695,12.2700548853193
68,10.038933077725495,15.282672183854242
69,10.663756543939764,15.967803188732693
70,10.400184631347656,12.924501657485962
71,9.705701706626199,13.792662518365045
72,8.97214691855691,9.69115378175463
73,11.159227093783294,11.314389978136337
74,9.585810227827592,11.896893330982753
75,9.591896005110307,9.292119894708906
76,9.448019669272682,9.519110083580015
77,9.699647071144797,9.683520725795198
78,8.929361846230249,9.65772649220058
79,9.174266225641423,10.287219694682527
80,8.89719083959406,13.890318019049511
81,10.062767904455011,9.546929155077253
82,10.04699764251709,15.019170165061949
83,9.026446169072932,11.087633303233556
84,9.18822148062966,14.520899397986277
85,9.247441205111416,11.865884031568255
86,8.179425256902519,9.598326904433113
87,9.146446938948195,17.385661908558436
88,8.697950328480113,10.832580872944424
89,8.619324926896526,14.910068818501065
90,9.41900674646551,15.25314710821424
91,8.884228394248268,13.07525188582284
92,8.76519952253862,13.84712241377149
93,9.545445788990367,9.62780409199851
94,7.285258587923917,17.571066515786306
95,7.627774741432884,10.949243238994054
96,9.06621334769509,10.237401110785347
97,8.600687052986839,10.201420392308917
98,8.386981357227672,16.672946248735702
99,8.106091672723943,10.221534286226545
