epoch,train_loss,val_loss
0,265.0251737421209,46.89722313199725
1,47.387350463867186,46.254750115530825
2,47.354942321777344,46.8940874508449
3,47.32542488791726,46.78440652574812
4,47.29662427035245,46.84572356087821
5,47.268124875155365,47.57617105756487
6,47.239782784201886,46.99437073298864
7,47.2115234375,48.50225353240967
8,47.18331756591797,44.62524127960205
9,47.155153829401186,47.642108644757954
10,47.12702518809925,47.31913321358818
11,47.09891835992987,47.39855745860508
12,47.07083109075373,44.46838937486921
13,47.0427546414462,47.84217357635498
14,47.014686515114526,43.555083138602114
15,46.986627197265605,48.89336776733398
16,46.958570931174535,46.04371459143504
17,46.93052173961294,46.872757639203755
18,46.9024789983576,46.353703090122785
19,46.874437782981175,46.69187797818865
20,46.84640079845082,46.88688686915806
21,46.81836783669211,47.20709868839809
22,46.79033383456144,44.366611889430466
23,46.762305381081326,46.82083756583079
24,46.73427852283825,46.14079802376882
25,46.70625471635298,47.71124512808665
26,46.67823167280717,45.53131185259138
27,46.650210155140286,46.4854474748884
28,46.6221902327104,46.10027844565256
29,46.59416836825284,46.60807650429862
30,46.5661512895064,45.64239583696638
31,46.53813448819247,47.203785760062075
32,46.51011754816229,45.47034536089215
33,46.48210255015979,47.30845751081194
34,46.45408769087358,43.575067111424026
35,46.42607290094549,48.055987221854075
36,46.39805880459872,45.13511848449707
37,46.37004366787997,46.16065992627825
38,46.342030473188935,45.8827099118914
39,46.31401658491654,46.711718286786756
40,46.28600401444869,46.73740128108433
41,46.257991027832034,45.70045512063162
42,46.22997769442472,45.89567647661482
43,46.20196671919389,46.85869652884347
44,46.173954772949216,44.99129663194929
45,46.145943173495205,45.41884354182653
46,46.1179311578924,46.64074734279088
47,46.08992073752663,45.29127291270665
48,46.061909138072615,47.3258582523891
49,46.03389878706497,43.53873879568919
50,46.005888990922394,46.975264957972925
51,45.97787822376598,45.009612015315454
52,45.94986828890714,46.94589560372489
53,45.92185849276456,45.5607716696603
54,45.89384876598012,45.27384540012905
55,45.8658391085538,45.39759458814349
56,45.83782972856003,45.369588375091546
57,45.80981889204546,45.9040926524571
58,45.781809442693536,45.349280766078394
59,45.753799993341616,45.687370232173365
60,45.72579005848278,43.90935386930193
61,45.69778095592152,45.85459981645857
62,45.66977143721146,43.380121026720325
63,45.64176219593395,46.61996528080532
64,45.613752399791366,45.306268487657825
65,45.585742811723186,45.10859939030239
66,45.55773162841797,45.500281197684146
67,45.52972287264737,46.74011107853481
68,45.50171293778853,42.79245390210833
69,45.47370279485529,46.630520275660935
70,45.4456918889826,44.47744573865618
71,45.417680844393644,43.19057403291975
72,45.38967146439986,46.24297264644078
73,45.36166444258257,45.45599474225725
74,45.333656935258354,45.41908863612584
75,45.30564887306907,44.97150026048933
76,45.277640810879795,43.595190388815745
77,45.24963323419746,46.20110075814382
78,45.22162433971058,45.61958694458008
79,45.193615237149324,44.77908475058421
80,45.165606412020594,44.01885836465019
81,45.13759717074308,44.937383787972585
82,45.10958709716797,45.159357752118794
83,45.081576676802214,45.06883614403861
84,45.05356646451083,44.27297946384975
85,45.02555465698242,44.38782950810024
86,44.99754271073776,44.27949973515102
87,44.96953007091175,45.072868074689595
88,44.94151736172763,43.143098967415945
89,44.91350333473899,46.03473990304128
90,44.88548882224343,44.783563477652415
91,44.85747313065962,42.95197350638255
92,44.82945743907583,44.55786882128034
93,44.80144015225497,44.99415179661342
94,44.773422379927204,44.894753728594104
95,44.74540335915305,44.67036805834089
96,44.7173828125,45.41014344351633
97,44.68936101740057,43.89104713712421
98,44.66133707219904,42.63986894062587
99,44.633310768821026,43.99578094482422
